online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
Yes,No,3.8,Indiranagar,Quick Bites,"Kerala, South Indian",Dine-out,175.0
No,No,3.5,Domlur,Casual Dining,Andhra,Dine-out,250.0
Yes,No,3.1,CV Raman Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",Dine-out,250.0
Yes,No,2.5,Indiranagar,Quick Bites,"North Indian, Chinese, Arabian",Dine-out,175.0
Yes,No,2.4,Indiranagar,Cafe,"Cafe, Fast Food",Dine-out,300.0
No,No,3.4,Domlur,Casual Dining,"Chinese, North Indian, Momos",Dine-out,275.0
Yes,No,3.7,CV Raman Nagar,Food Court,North Indian,Dine-out,150.0
No,No,3.0,Domlur,Quick Bites,"North Indian, Biryani, Chinese",Dine-out,250.0
No,No,3.700448817952718,Domlur,Beverage Shop,"Beverages, Juices",Dine-out,50.0
Yes,No,3.700448817952718,Indiranagar,Quick Bites,"Biryani, South Indian",Dine-out,175.0
Yes,No,3.2,Domlur,Quick Bites,"Chinese, Momos",Dine-out,300.0
No,No,2.8,Domlur,Quick Bites,"North Indian, Chinese, Fast Food",Dine-out,150.0
Yes,No,2.4,Indiranagar,Quick Bites,"Healthy Food, Sandwich, Salad",Dine-out,250.0
No,No,3.4,Domlur,Quick Bites,Pizza,Dine-out,250.0
No,No,2.8,Domlur,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",Dine-out,225.0
No,No,3.700448817952718,Indiranagar,Casual Dining,"Asian, Thai",Dine-out,700.0
No,No,3.0,Indiranagar,Cafe,"Cafe, Italian, Tex-Mex, Fast Food, Burger",Dine-out,250.0
No,No,3.700448817952718,Indiranagar,Quick Bites,"Kerala, South Indian",Dine-out,125.0
No,No,3.8,Indiranagar,Quick Bites,South Indian,Dine-out,100.0
No,No,3.8,East Bangalore,Food Truck,"American, Mexican",Dine-out,200.0
No,No,2.9,Domlur,Casual Dining,North Indian,Dine-out,125.0
No,No,3.4,Domlur,Casual Dining,North Indian,Dine-out,550.0
No,No,4.0,Indiranagar,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",Dine-out,300.0
No,No,3.0,Indiranagar,Quick Bites,Fast Food,Dine-out,150.0
No,Yes,4.1,Domlur,"Casual Dining, Bar","South Indian, North Indian, Continental, European",Dine-out,600.0
Yes,No,3.5,Domlur,Quick Bites,"Chinese, North Indian",Dine-out,100.0
No,No,3.6,Domlur,Casual Dining,"North Indian, Chinese",Dine-out,300.0
No,No,3.5,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",Dine-out,200.0
No,No,3.5,CV Raman Nagar,Cafe,Cafe,Dine-out,150.0
No,No,3.4,CV Raman Nagar,Mess,Andhra,Dine-out,150.0
No,No,2.9,Domlur,Cafe,"Cafe, Fast Food",Dine-out,75.0
Yes,No,3.700448817952718,Domlur,Quick Bites,Fast Food,Dine-out,100.0
Yes,No,3.7,Indiranagar,Quick Bites,Street Food,Dine-out,75.0
No,No,3.700448817952718,CV Raman Nagar,Food Court,South Indian,Dine-out,125.0
No,No,3.700448817952718,Domlur,Quick Bites,Biryani,Dine-out,150.0
No,No,3.700448817952718,Indiranagar,Quick Bites,"Kerala, South Indian",Dine-out,175.0
Yes,No,3.5,Indiranagar,Quick Bites,"Fast Food, Rolls",Dine-out,100.0
Yes,No,2.9,Indiranagar,"Bakery, Cafe","Bakery, Cafe",Dine-out,250.0
No,No,3.3,CV Raman Nagar,Food Court,Hyderabadi,Dine-out,150.0
No,No,3.6,Indiranagar,Quick Bites,"North Indian, Chinese",Dine-out,150.0
Yes,No,3.3,Indiranagar,Quick Bites,South Indian,Dine-out,50.0
Yes,No,3.3,Indiranagar,Quick Bites,"North Indian, Biryani",Dine-out,150.0
Yes,No,3.3,Domlur,Quick Bites,North Indian,Dine-out,200.0
No,No,3.4,CV Raman Nagar,Quick Bites,"Juices, Desserts, Fast Food",Dine-out,100.0
No,No,3.5,Domlur,Quick Bites,"South Indian, North Indian, Seafood",Dine-out,125.0
No,No,3.4,Indiranagar,Cafe,"Cafe, Continental",Dine-out,300.0
No,No,3.1,Indiranagar,Bar,"North Indian, Chinese",Dine-out,500.0
No,No,3.700448817952718,Indiranagar,Beverage Shop,"Juices, Beverages",Dine-out,75.0
No,No,3.700448817952718,Indiranagar,Quick Bites,"Biryani, Hyderabadi",Dine-out,100.0
No,No,3.700448817952718,CV Raman Nagar,Food Court,"Fast Food, Beverages",Dine-out,150.0
No,No,3.700448817952718,CV Raman Nagar,Quick Bites,"North Indian, Chinese, Biryani",Dine-out,200.0
No,No,3.700448817952718,CV Raman Nagar,Quick Bites,"South Indian, Street Food",Dine-out,100.0
No,No,3.700448817952718,Indiranagar,Quick Bites,Biryani,Dine-out,100.0
No,No,3.700448817952718,Domlur,Quick Bites,South Indian,Dine-out,50.0
No,No,3.4,Domlur,Quick Bites,"Salad, Greek, Mediterranean",Dine-out,125.0
No,No,3.700448817952718,Indiranagar,Quick Bites,Fast Food,Dine-out,100.0
No,No,3.700448817952718,Domlur,Quick Bites,"Biryani, Kebab",Dine-out,100.0
No,No,3.2,Old Madras Road,Quick Bites,"North Indian, South Indian",Dine-out,100.0
No,No,3.700448817952718,Domlur,Quick Bites,"Biryani, Beverages",Dine-out,75.0
No,No,3.0,CV Raman Nagar,Quick Bites,"North Indian, Chinese, Rolls",Dine-out,250.0
No,No,3.1,Domlur,Food Court,"Lebanese, Mughlai, North Indian",Dine-out,250.0
No,No,3.1,Indiranagar,Quick Bites,"Fast Food, Juices",Dine-out,125.0
No,No,3.700448817952718,Indiranagar,Quick Bites,South Indian,Dine-out,125.0
No,No,3.700448817952718,Indiranagar,Quick Bites,Chinese,Dine-out,100.0
No,No,3.700448817952718,Indiranagar,Quick Bites,"Mughlai, North Indian",Dine-out,200.0
No,No,3.700448817952718,Indiranagar,Quick Bites,Andhra,Dine-out,150.0
No,No,3.700448817952718,Indiranagar,Quick Bites,"Biryani, North Indian",Dine-out,150.0
No,No,3.4,Thippasandra,Quick Bites,Chinese,Dine-out,200.0
No,No,3.700448817952718,Domlur,Quick Bites,Rolls,Dine-out,75.0
No,No,3.700448817952718,Domlur,Quick Bites,"Biryani, North Indian",Dine-out,100.0
Yes,No,3.9,Indiranagar,Quick Bites,"North Indian, Fast Food, Street Food",Dine-out,150.0
Yes,No,3.5,CV Raman Nagar,Quick Bites,"North Indian, Chinese",Dine-out,125.0
Yes,No,3.4,CV Raman Nagar,Quick Bites,Kerala,Dine-out,150.0
No,No,3.9,Domlur,Quick Bites,"North Indian, Chinese, Biryani, Fast Food",Dine-out,250.0
No,No,3.700448817952718,Domlur,Quick Bites,South Indian,Dine-out,100.0
Yes,No,3.5,Domlur,Quick Bites,"Fast Food, Lebanese",Dine-out,100.0
Yes,No,2.8,Indiranagar,Quick Bites,"North Indian, Chinese",Dine-out,150.0
Yes,No,3.1,Domlur,Quick Bites,"Biryani, Chinese",Dine-out,100.0
No,No,3.6,Indiranagar,Quick Bites,Kerala,Dine-out,150.0
No,No,3.6,Domlur,Casual Dining,"Andhra, Biryani",Dine-out,300.0
Yes,No,3.2,Domlur,Quick Bites,"Pizza, Italian",Dine-out,300.0
Yes,No,2.6,Indiranagar,Quick Bites,Fast Food,Dine-out,250.0
No,No,3.700448817952718,Domlur,Quick Bites,"South Indian, North Indian, Street Food",Dine-out,125.0
No,No,3.700448817952718,Indiranagar,Casual Dining,"European, Italian, Seafood, Continental",Dine-out,1050.0
Yes,No,3.700448817952718,Indiranagar,Pub,"Finger Food, Salad, Chinese, Continental",Dine-out,650.0
No,Yes,4.4,Indiranagar,"Bar, Casual Dining","Continental, Asian, Italian, North Indian",Drinks & nightlife,750.0
No,Yes,4.6,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",Drinks & nightlife,900.0
No,No,4.0,Old Airport Road,Bar,Finger Food,Drinks & nightlife,500.0
No,No,3.9,Old Airport Road,Bar,"Chinese, Continental",Drinks & nightlife,900.0
No,Yes,3.9,Old Airport Road,"Club, Casual Dining","European, Spanish, Continental, Italian",Drinks & nightlife,1200.0
No,No,3.9,Old Airport Road,Lounge,Finger Food,Drinks & nightlife,1500.0
No,No,3.8,Old Airport Road,Lounge,Continental,Drinks & nightlife,900.0
No,No,3.2,Thippasandra,"Casual Dining, Bar","North Indian, Fast Food",Drinks & nightlife,300.0
No,Yes,4.2,Indiranagar,"Microbrewery, Pub","North Indian, Continental, Chinese",Drinks & nightlife,700.0
No,Yes,4.4,Indiranagar,"Bar, Casual Dining","Continental, Asian, Modern Indian",Drinks & nightlife,1000.0
No,Yes,4.3,Indiranagar,"Lounge, Casual Dining","Italian, BBQ, Asian, Fast Food",Drinks & nightlife,950.0
No,Yes,4.3,Indiranagar,"Bar, Casual Dining","Continental, Finger Food",Drinks & nightlife,750.0
No,Yes,4.6,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican",Drinks & nightlife,700.0
No,Yes,4.3,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food",Drinks & nightlife,650.0
No,Yes,4.6,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican",Drinks & nightlife,700.0
No,Yes,4.3,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food",Drinks & nightlife,650.0
No,Yes,4.2,Indiranagar,Pub,"Russian, Continental, North Indian",Drinks & nightlife,650.0
Yes,No,4.3,Indiranagar,Pub,"American, Asian, European, North Indian",Drinks & nightlife,700.0
Yes,No,4.3,Indiranagar,"Cafe, Casual Dining","Cafe, Italian, American",Drinks & nightlife,500.0
No,Yes,4.2,Indiranagar,"Lounge, Casual Dining","Continental, Modern Indian",Drinks & nightlife,750.0
No,No,4.0,Indiranagar,Lounge,"Fast Food, European",Drinks & nightlife,1000.0
No,Yes,4.3,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food",Drinks & nightlife,850.0
No,Yes,4.0,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Cafe",Drinks & nightlife,800.0
No,No,4.1,Indiranagar,"Casual Dining, Pub","Continental, BBQ, Steak",Drinks & nightlife,550.0
Yes,Yes,4.1,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental",Drinks & nightlife,550.0
Yes,Yes,4.0,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",Drinks & nightlife,750.0
No,Yes,4.0,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese",Drinks & nightlife,750.0
No,Yes,3.9,Indiranagar,Bar,"American, North Indian, Chinese",Drinks & nightlife,900.0
No,Yes,3.7,Indiranagar,Lounge,"Continental, Chinese, North Indian",Drinks & nightlife,750.0
No,Yes,4.2,Indiranagar,"Pub, Casual Dining",Finger Food,Drinks & nightlife,550.0
No,Yes,4.0,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",Drinks & nightlife,700.0
No,Yes,4.1,Indiranagar,Lounge,"Continental, Steak",Drinks & nightlife,900.0
No,Yes,3.9,Indiranagar,Pub,"Chinese, Continental, American, Steak",Drinks & nightlife,600.0
No,Yes,3.9,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",Drinks & nightlife,650.0
No,Yes,3.9,Indiranagar,Lounge,"North Indian, Chinese, Continental, Bengali",Drinks & nightlife,800.0
No,Yes,3.8,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian",Drinks & nightlife,500.0
No,No,2.4,Domlur,Bar,"Chinese, European",Drinks & nightlife,500.0
No,No,4.0,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food",Drinks & nightlife,650.0
No,No,3.1,Indiranagar,Bar,"North Indian, Chinese",Drinks & nightlife,500.0
No,Yes,3.700448817952718,Indiranagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Fast Food",Drinks & nightlife,800.0
Yes,No,3.700448817952718,Indiranagar,Pub,"Finger Food, Salad, Chinese, Continental",Drinks & nightlife,650.0
No,Yes,4.1,Indiranagar,Bar,"Continental, North Indian, Italian",Pubs and bars,650.0
No,Yes,3.8,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mangalorean",Pubs and bars,500.0
No,Yes,4.6,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",Pubs and bars,900.0
No,No,4.0,Old Airport Road,Bar,Finger Food,Pubs and bars,500.0
No,Yes,4.0,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Pubs and bars,700.0
No,No,3.9,Old Airport Road,Bar,"Chinese, Continental",Pubs and bars,900.0
Yes,Yes,4.1,Old Airport Road,"Casual Dining, Pub",Continental,Pubs and bars,450.0
No,No,3.2,Thippasandra,"Casual Dining, Bar","North Indian, Fast Food",Pubs and bars,300.0
No,No,4.3,Indiranagar,"Bar, Casual Dining","South Indian, Finger Food",Pubs and bars,500.0
No,Yes,4.2,Indiranagar,"Microbrewery, Pub","North Indian, Continental, Chinese",Pubs and bars,700.0
No,Yes,4.4,Indiranagar,"Bar, Casual Dining","Continental, Asian, Modern Indian",Pubs and bars,1000.0
Yes,No,4.6,Indiranagar,"Casual Dining, Bar","Japanese, Sushi, Asian",Pubs and bars,600.0
No,Yes,4.3,Indiranagar,"Bar, Casual Dining","Continental, Finger Food",Pubs and bars,750.0
No,Yes,4.4,Indiranagar,"Bar, Casual Dining","Continental, Asian, Italian, North Indian",Pubs and bars,750.0
No,Yes,4.5,Indiranagar,"Fine Dining, Bar","Modern Indian, European, American",Pubs and bars,1250.0
No,Yes,4.3,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food",Pubs and bars,650.0
Yes,Yes,4.4,Indiranagar,"Casual Dining, Bar","North Indian, Mughlai, Desserts",Pubs and bars,750.0
No,Yes,4.2,Indiranagar,Pub,"Russian, Continental, North Indian",Pubs and bars,650.0
Yes,No,4.3,Indiranagar,Pub,"American, Asian, European, North Indian",Pubs and bars,700.0
No,Yes,4.3,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food",Pubs and bars,850.0
No,Yes,4.2,Indiranagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",Pubs and bars,400.0
No,No,4.1,Indiranagar,"Casual Dining, Pub","Continental, BBQ, Steak",Pubs and bars,550.0
Yes,Yes,4.1,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental",Pubs and bars,550.0
Yes,Yes,4.0,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",Pubs and bars,750.0
No,Yes,4.0,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese",Pubs and bars,750.0
No,Yes,3.9,Indiranagar,Bar,"American, North Indian, Chinese",Pubs and bars,900.0
No,Yes,4.2,Indiranagar,"Pub, Casual Dining",Finger Food,Pubs and bars,550.0
No,Yes,4.0,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",Pubs and bars,700.0
No,Yes,4.0,Indiranagar,"Bar, Casual Dining","American, Finger Food",Pubs and bars,750.0
No,No,3.5,Indiranagar,"Bar, Casual Dining","South Indian, North Indian, Chinese, Continental",Pubs and bars,400.0
No,Yes,3.9,Indiranagar,Pub,"Chinese, Continental, American, Steak",Pubs and bars,600.0
No,No,3.9,Domlur,"Casual Dining, Bar","North Indian, Continental, Chinese, European",Pubs and bars,850.0
No,Yes,4.2,Domlur,Bar,"European, Asian",Pubs and bars,1000.0
No,Yes,3.9,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",Pubs and bars,650.0
No,Yes,3.8,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian",Pubs and bars,500.0
No,No,2.4,Domlur,Bar,"Chinese, European",Pubs and bars,500.0
No,No,4.0,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food",Pubs and bars,650.0
No,Yes,4.1,Domlur,"Casual Dining, Bar","South Indian, North Indian, Continental, European",Pubs and bars,600.0
No,No,3.1,Indiranagar,Bar,"North Indian, Chinese",Pubs and bars,500.0
No,Yes,3.700448817952718,Indiranagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Fast Food",Pubs and bars,800.0
No,No,3.700448817952718,Indiranagar,Casual Dining,"European, Italian, Seafood, Continental",Pubs and bars,1050.0
Yes,No,3.700448817952718,Indiranagar,Pub,"Finger Food, Salad, Chinese, Continental",Pubs and bars,650.0
No,Yes,4.5,Rajajinagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",Buffet,800.0
No,Yes,4.3,Rajajinagar,Casual Dining,"Pizza, Biryani, North Indian, South Indian",Buffet,400.0
No,Yes,4.0,Rajajinagar,"Fine Dining, Bar","North Indian, South Indian, Continental",Buffet,900.0
Yes,No,4.0,Rajajinagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Buffet,375.0
No,Yes,3.9,Rajajinagar,Casual Dining,"North Indian, Chinese, Continental",Buffet,500.0
No,No,3.7,Rajajinagar,Casual Dining,"North Indian, South Indian, Chinese",Buffet,300.0
Yes,Yes,3.7,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese, Continental, Mangalorean",Buffet,450.0
Yes,Yes,4.3,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",Buffet,300.0
No,Yes,4.3,Malleshwaram,Fine Dining,"North Indian, Continental",Buffet,1000.0
No,Yes,4.5,Race Course Road,Casual Dining,"North Indian, Continental",Buffet,600.0
Yes,Yes,4.5,Malleshwaram,Casual Dining,Chinese,Buffet,850.0
Yes,Yes,4.3,Malleshwaram,Casual Dining,"Italian, Salad, Mediterranean",Buffet,750.0
No,Yes,4.3,Malleshwaram,Casual Dining,"North Indian, South Indian",Buffet,550.0
No,Yes,4.0,Malleshwaram,Casual Dining,"North Indian, South Indian",Buffet,500.0
No,Yes,3.7,Seshadripuram,Casual Dining,"North Indian, Chinese, Continental",Buffet,500.0
Yes,No,3.6,Seshadripuram,Casual Dining,"North Indian, Mughlai, Chinese, Continental",Buffet,400.0
No,No,3.7,Majestic,Casual Dining,"North Indian, Continental",Buffet,700.0
No,No,3.5,Rajajinagar,Cafe,Cafe,Cafes,200.0
No,No,3.700448817952718,Rajajinagar,Cafe,"Cafe, Fast Food",Cafes,150.0
Yes,No,3.0,Rajajinagar,Cafe,"Cafe, Fast Food",Cafes,450.0
Yes,Yes,4.3,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",Cafes,300.0
No,No,3.7,Basaveshwara Nagar,"Casual Dining, Cafe","Continental, Italian, Cafe, Beverages, Desserts",Cafes,300.0
Yes,No,3.6,Basaveshwara Nagar,Cafe,"Cafe, Italian, Desserts",Cafes,250.0
No,No,3.3,Basaveshwara Nagar,"Quick Bites, Cafe","South Indian, Cafe",Cafes,150.0
Yes,No,4.1,Malleshwaram,Cafe,"Cafe, Continental, Italian",Cafes,300.0
Yes,No,4.1,Malleshwaram,Cafe,Cafe,Cafes,250.0
Yes,No,4.2,Malleshwaram,"Cafe, Dessert Parlor","Desserts, Cafe, Continental",Cafes,350.0
Yes,No,4.2,Malleshwaram,Cafe,"Cafe, North Indian, Street Food",Cafes,250.0
No,No,3.8,Malleshwaram,Cafe,Cafe,Cafes,300.0
No,No,4.0,Malleshwaram,Cafe,"Cafe, Desserts",Cafes,350.0
No,No,3.7,Malleshwaram,"Cafe, Quick Bites","Cafe, South Indian",Cafes,75.0
No,No,3.7,Malleshwaram,Cafe,Cafe,Cafes,175.0
Yes,No,3.2,Malleshwaram,"Beverage Shop, Cafe","Cafe, Tea, North Indian",Cafes,250.0
Yes,No,3.9,Malleshwaram,Cafe,"Cafe, Continental, Steak, Italian",Cafes,250.0
Yes,No,3.9,Malleshwaram,Cafe,"Cafe, Italian",Cafes,200.0
No,No,3.5,Malleshwaram,Cafe,Cafe,Cafes,500.0
No,No,3.700448817952718,Seshadripuram,Cafe,Cafe,Cafes,300.0
No,No,3.700448817952718,Malleshwaram,Cafe,Cafe,Cafes,150.0
No,No,3.2,Malleshwaram,Cafe,"Cafe, Bakery",Cafes,150.0
Yes,No,4.5,Rajajinagar,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts",Delivery,250.0
Yes,No,3.8,Rajajinagar,Quick Bites,"Chinese, Fast Food, Momos",Delivery,225.0
Yes,No,3.8,Vijay Nagar,Quick Bites,"Mangalorean, South Indian, North Indian",Delivery,200.0
Yes,No,4.0,Rajajinagar,Dessert Parlor,Ice Cream,Delivery,250.0
Yes,No,3.9,Rajajinagar,Quick Bites,"South Indian, Chinese, North Indian, Desserts, Continental",Delivery,150.0
Yes,No,3.3,West Bangalore,Delivery,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",Delivery,225.0
Yes,No,3.4,Rajajinagar,Delivery,"North Indian, BBQ, Biryani, Kebab",Delivery,225.0
Yes,No,4.4,Seshadripuram,Dessert Parlor,"Ice Cream, Desserts",Delivery,200.0
Yes,No,4.0,Rajajinagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Delivery,375.0
Yes,No,3.9,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",Delivery,150.0
Yes,No,3.9,Malleshwaram,Food Court,"Tibetan, Momos",Delivery,200.0
Yes,No,3.7,Malleshwaram,"Takeaway, Delivery",Burger,Delivery,150.0
No,No,3.7,Malleshwaram,Quick Bites,"South Indian, Fast Food",Delivery,75.0
Yes,No,3.4,Rajajinagar,Quick Bites,"Fast Food, Burger",Delivery,75.0
Yes,No,3.9,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",Delivery,200.0
Yes,No,3.5,Malleshwaram,Quick Bites,"North Indian, Chinese, Fast Food",Delivery,150.0
Yes,No,3.5,Rajajinagar,Quick Bites,"North Indian, South Indian, Seafood, Chinese",Delivery,200.0
Yes,No,4.0,Vijay Nagar,Quick Bites,"South Indian, North Indian",Delivery,150.0
Yes,No,4.0,Vijay Nagar,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,3.9,Vijay Nagar,Casual Dining,"North Indian, South Indian, Chinese",Delivery,425.0
Yes,No,4.1,Rajajinagar,Casual Dining,"Mughlai, Chinese",Delivery,350.0
Yes,No,4.1,Malleshwaram,Quick Bites,"South Indian, Hyderabadi",Delivery,125.0
Yes,No,4.1,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",Delivery,200.0
Yes,No,4.0,Malleshwaram,Bakery,"Bakery, Desserts",Delivery,250.0
Yes,No,3.2,New BEL Road,"Takeaway, Delivery","Biryani, Kebab, Continental",Delivery,250.0
Yes,No,3.4,Rajajinagar,Quick Bites,Italian,Delivery,150.0
Yes,No,3.9,Magadi Road,Quick Bites,"North Indian, Mughlai, Chinese, Rolls",Delivery,225.0
Yes,No,4.1,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",Delivery,175.0
Yes,No,3.8,Vijay Nagar,Quick Bites,"North Indian, Arabian, Chinese",Delivery,250.0
Yes,Yes,4.2,Malleshwaram,Casual Dining,"North Indian, Sindhi, Seafood",Delivery,550.0
Yes,No,3.9,Vijay Nagar,Quick Bites,"Biryani, South Indian",Delivery,125.0
Yes,Yes,4.0,Malleshwaram,Casual Dining,North Indian,Delivery,500.0
Yes,No,3.8,Malleshwaram,Quick Bites,"Fast Food, Biryani, Rolls",Delivery,175.0
Yes,No,4.0,Seshadripuram,Casual Dining,North Indian,Delivery,300.0
Yes,No,4.0,Malleshwaram,Quick Bites,"South Indian, North Indian",Delivery,150.0
Yes,No,3.8,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",Delivery,200.0
Yes,No,3.6,Seshadripuram,Quick Bites,"Fast Food, Street Food, Juices",Delivery,125.0
No,No,3.1,Malleshwaram,Quick Bites,"Biryani, North Indian",Delivery,250.0
Yes,No,3.3,Frazer Town,"Takeaway, Delivery","North Indian, Chinese, Rolls, Andhra",Delivery,200.0
Yes,No,3.7,Basaveshwara Nagar,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,3.9,Rajajinagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",Delivery,400.0
Yes,No,4.0,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",Delivery,125.0
Yes,No,3.8,Vijay Nagar,Quick Bites,South Indian,Delivery,175.0
Yes,No,3.6,Basaveshwara Nagar,Cafe,"Cafe, Italian, Desserts",Delivery,250.0
Yes,No,4.1,Vijay Nagar,Quick Bites,"Fast Food, Street Food, Beverages",Delivery,75.0
Yes,No,3.8,Basaveshwara Nagar,Quick Bites,"Burger, Fast Food",Delivery,200.0
Yes,No,4.0,Rajajinagar,Quick Bites,South Indian,Delivery,75.0
Yes,No,4.0,Rajajinagar,Delivery,Biryani,Delivery,325.0
Yes,No,4.1,Rajajinagar,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",Delivery,250.0
Yes,No,3.9,Malleshwaram,Quick Bites,"Street Food, Fast Food",Delivery,100.0
Yes,No,3.9,Rajajinagar,Quick Bites,"Burger, Fast Food, Beverages",Delivery,300.0
Yes,No,3.6,Vijay Nagar,Casual Dining,"South Indian, North Indian, Chinese",Delivery,250.0
Yes,No,3.8,Malleshwaram,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",Delivery,225.0
Yes,No,4.0,Malleshwaram,Quick Bites,"Chinese, North Indian, Street Food",Delivery,175.0
Yes,No,3.6,Basaveshwara Nagar,Casual Dining,"Pizza, Fast Food",Delivery,375.0
Yes,No,4.0,Race Course Road,"Dessert Parlor, Quick Bites","Desserts, Beverages, Fast Food, Ice Cream",Delivery,225.0
Yes,No,3.8,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Juices",Delivery,225.0
Yes,No,4.0,Vijay Nagar,Quick Bites,"Fast Food, Street Food, Juices",Delivery,75.0
No,No,3.4,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Seafood",Delivery,200.0
Yes,No,3.9,Rajajinagar,"Takeaway, Delivery","North Indian, Biryani, Fast Food",Delivery,250.0
Yes,Yes,4.4,Basaveshwara Nagar,Casual Dining,"North Indian, Mughlai",Delivery,400.0
Yes,No,3.2,Rajajinagar,Food Court,South Indian,Delivery,250.0
Yes,No,4.0,Malleshwaram,Quick Bites,"South Indian, Seafood",Delivery,150.0
Yes,No,3.7,Malleshwaram,Quick Bites,South Indian,Delivery,150.0
Yes,No,4.0,Basaveshwara Nagar,Delivery,"North Indian, Mughlai, Chinese",Delivery,300.0
Yes,No,3.6,Basaveshwara Nagar,Casual Dining,"Andhra, North Indian, Chinese",Delivery,250.0
Yes,No,4.0,Vijay Nagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages, Chinese",Delivery,200.0
Yes,No,3.9,Rajajinagar,Beverage Shop,"Beverages, Ice Cream",Delivery,100.0
Yes,Yes,4.3,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",Delivery,300.0
Yes,No,3.9,Rajajinagar,"Takeaway, Delivery",Pizza,Delivery,400.0
Yes,No,3.0,Basaveshwara Nagar,Delivery,Biryani,Delivery,250.0
Yes,No,4.1,Rajajinagar,Casual Dining,"North Indian, Chinese",Delivery,300.0
Yes,No,3.8,Rajajinagar,Delivery,"Mexican, Italian",Delivery,300.0
Yes,No,3.700448817952718,Basaveshwara Nagar,Delivery,North Indian,Delivery,250.0
Yes,Yes,4.8,Malleshwaram,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ, Mexican",Delivery,700.0
No,No,3.6,Malleshwaram,Quick Bites,Fast Food,Delivery,225.0
Yes,No,3.8,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese",Delivery,350.0
