,rate
46436,3.700448817952718
46437,3.9
46438,3.700448817952718
46439,3.700448817952718
46440,3.700448817952718
46441,3.4
46442,3.700448817952718
46443,3.2
46444,3.700448817952718
46445,3.700448817952718
46446,3.700448817952718
46447,3.700448817952718
46448,3.700448817952718
46449,3.700448817952718
46450,3.700448817952718
46451,3.5
46452,3.8
46453,3.0
46454,3.700448817952718
46455,3.3
46456,3.700448817952718
46457,3.700448817952718
46458,3.700448817952718
46459,3.700448817952718
46460,3.2
46461,3.2
46462,3.7
46463,4.1
46464,4.9
46465,4.3
46466,4.3
46467,4.5
46468,4.8
46469,4.2
46470,4.5
46471,4.8
46472,4.0
46473,4.5
46474,4.3
46475,4.2
46476,4.1
46477,4.8
46478,4.0
46479,4.2
46480,4.2
46481,4.1
46482,4.1
46483,4.1
46484,4.2
46485,4.3
46486,4.1
46487,4.1
46488,4.0
46489,4.1
46490,3.8
46491,4.0
46492,4.2
46493,4.2
46494,4.2
46495,3.8
46496,3.6
46497,3.9
46498,4.1
46499,4.2
46500,4.3
46501,3.7
46502,3.9
46503,4.2
46504,4.2
46505,3.8
46506,4.1
46507,4.1
46508,3.8
46509,4.0
46510,4.2
46511,3.8
46512,3.9
46513,3.8
46514,4.0
46515,4.1
46516,4.2
46517,4.1
46518,3.9
46519,3.8
46520,4.0
46521,4.3
46522,3.9
46523,4.0
46524,3.5
46525,2.9
46526,3.9
46527,4.0
46528,4.2
46529,3.8
46530,4.2
46531,3.8
46532,3.5
46533,3.700448817952718
46534,3.7
46535,3.9
46536,3.9
46537,3.6
46538,3.6
46539,3.2
46540,3.8
46541,3.4
46542,3.9
46543,3.8
46544,3.9
46545,3.1
46546,3.5
46547,3.7
46548,3.2
46549,4.2
46550,4.1
46551,3.9
46552,3.9
46553,3.0
46554,4.0
46555,3.8
46556,3.6
46557,2.9
46558,3.4
46559,3.7
46560,3.9
46561,3.6
46562,3.5
46563,2.9
46564,3.7
46565,3.9
46566,3.8
46567,3.700448817952718
46568,3.7
46569,3.700448817952718
46570,3.4
46571,3.3
46572,3.6
46573,3.700448817952718
46574,4.2
46575,3.7
46576,3.9
46577,3.7
46578,4.0
46579,3.4
46580,2.9
46581,3.7
46582,3.6
46583,3.700448817952718
46584,3.7
46585,3.9
46586,3.7
46587,3.2
46588,3.2
46589,3.0
46590,2.9
46591,3.5
46592,3.4
46593,3.2
46594,3.700448817952718
46595,3.700448817952718
46596,3.3
46597,3.700448817952718
46598,4.1
46599,3.7
46600,3.8
46601,3.7
46602,3.700448817952718
46603,3.700448817952718
46604,3.6
46605,3.3
46606,3.3
46607,3.7
46608,3.2
46609,2.9
46610,3.3
46611,3.700448817952718
46612,3.3
46613,3.3
46614,3.2
46615,3.6
46616,2.4
46617,3.4
46618,3.5
46619,3.700448817952718
46620,3.700448817952718
46621,3.700448817952718
46622,3.700448817952718
46623,2.9
46624,3.2
46625,3.2
46626,3.9
46627,3.1
46628,3.6
46629,2.8
46630,3.5
46631,2.7
46632,3.4
46633,3.1
46634,3.700448817952718
46635,3.700448817952718
46636,3.700448817952718
46637,3.700448817952718
46638,3.700448817952718
46639,3.700448817952718
46640,3.700448817952718
46641,3.700448817952718
46642,3.3
46643,3.700448817952718
46644,3.4
46645,3.1
46646,3.5
46647,3.6
46648,3.700448817952718
46649,3.4
46650,3.0
46651,2.8
46652,3.5
46653,3.700448817952718
46654,2.6
46655,3.700448817952718
46656,3.700448817952718
46657,3.2
46658,3.700448817952718
46659,3.3
46660,3.700448817952718
46661,3.700448817952718
46662,3.3
46663,3.1
46664,2.7
46665,3.3
46666,3.3
46667,3.9
46668,2.7
46669,2.7
46670,2.7
46671,3.4
46672,3.0
46673,2.8
46674,3.9
46675,4.3
46676,3.2
46677,3.6
46678,4.1
46679,4.3
46680,4.2
46681,4.0
46682,4.2
46683,4.1
46684,4.1
46685,4.1
46686,3.7
46687,3.7
46688,3.7
46689,2.9
46690,3.4
46691,3.3
46692,3.6
46693,3.4
46694,3.9
46695,4.3
46696,4.6
46697,4.0
46698,4.0
46699,3.7
46700,3.4
46701,3.4
46702,4.0
46703,3.1
46704,3.6
46705,4.8
46706,4.2
46707,4.2
46708,4.2
46709,4.1
46710,4.1
46711,3.7
46712,3.7
46713,3.7
46714,2.9
46715,3.4
46716,3.6
46717,3.4
46718,3.8
46719,4.2
46720,4.1
46721,4.3
46722,3.9
46723,4.0
46724,4.5
46725,4.3
46726,4.4
46727,3.9
46728,4.6
46729,4.5
46730,4.5
46731,4.3
46732,4.3
46733,4.0
46734,4.3
46735,3.9
46736,4.2
46737,4.3
46738,4.0
46739,4.0
46740,4.3
46741,4.0
46742,4.2
46743,4.0
46744,4.3
46745,3.8
46746,3.8
46747,4.1
46748,4.1
46749,3.1
46750,2.8
46751,2.8
46752,3.9
46753,3.0
46754,3.7
46755,3.5
46756,2.9
46757,3.9
46758,3.0
46759,3.8
46760,3.8
46761,3.8
46762,3.3
46763,3.5
46764,3.8
46765,2.3
46766,4.3
46767,4.4
46768,4.1
46769,4.2
46770,4.0
46771,3.8
46772,3.8
46773,3.8
46774,3.8
46775,3.1
46776,3.9
46777,4.3
46778,4.2
46779,4.2
46780,4.3
46781,3.9
46782,3.6
46783,3.700448817952718
46784,3.0
46785,3.3
46786,4.6
46787,4.5
46788,4.4
46789,4.1
46790,4.4
46791,4.4
46792,4.1
46793,4.2
46794,4.3
46795,4.2
46796,4.1
46797,4.3
46798,4.0
46799,4.1
46800,4.3
46801,4.0
46802,3.9
46803,3.7
46804,3.9
46805,4.2
46806,4.2
46807,3.8
46808,4.0
46809,3.8
46810,4.0
46811,3.7
46812,3.8
46813,3.6
46814,3.9
46815,3.7
46816,3.7
46817,2.9
46818,3.7
46819,3.9
46820,2.8
46821,3.700448817952718
46822,3.7
46823,3.2
46824,2.9
46825,3.6
46826,3.2
46827,3.700448817952718
46828,3.700448817952718
46829,3.700448817952718
46830,3.8
46831,3.6
46832,3.6
46833,3.700448817952718
46834,4.6
46835,4.3
46836,4.0
46837,4.3
46838,4.2
46839,4.2
46840,3.700448817952718
46841,3.8
46842,3.5
46843,4.2
46844,3.8
46845,3.6
46846,3.700448817952718
46847,3.2
46848,3.3
46849,3.700448817952718
46850,3.700448817952718
46851,3.1
46852,3.6
46853,4.4
46854,3.6
46855,4.0
46856,4.2
46857,4.3
46858,3.6
46859,3.6
46860,3.2
46861,4.0
46862,3.4
46863,3.3
46864,3.4
46865,3.4
46866,4.2
46867,4.2
46868,3.6
46869,3.9
46870,4.2
46871,3.3
46872,3.8
46873,4.4
46874,4.3
46875,4.0
46876,3.3
46877,4.0
46878,4.0
46879,3.5
46880,3.8
46881,4.2
46882,3.9
46883,4.0
46884,4.0
46885,4.3
46886,3.9
46887,3.8
46888,3.6
46889,3.7
46890,3.7
46891,3.6
46892,4.0
46893,3.2
46894,3.7
46895,3.8
46896,3.3
46897,3.6
46898,4.3
46899,3.5
46900,3.6
46901,4.3
46902,3.7
46903,2.9
46904,3.4
46905,4.0
46906,4.4
46907,3.3
46908,3.8
46909,4.9
46910,4.1
46911,4.0
46912,4.3
46913,4.6
46914,3.2
46915,3.3
46916,3.0
46917,3.9
46918,3.5
46919,3.3
46920,3.0
46921,3.8
46922,3.7
46923,3.700448817952718
46924,4.2
46925,4.2
46926,3.6
46927,4.6
46928,3.8
46929,4.0
46930,4.0
46931,4.0
46932,4.1
46933,3.0
46934,4.5
46935,3.9
46936,3.4
46937,3.8
46938,3.8
46939,3.2
46940,3.700448817952718
46941,3.0
46942,3.6
46943,3.6
46944,2.9
46945,3.9
46946,4.0
46947,4.5
46948,3.5
46949,4.2
46950,3.5
46951,4.3
46952,3.9
46953,3.6
46954,3.4
46955,4.2
46956,4.2
46957,4.3
46958,4.5
46959,3.4
46960,2.5
46961,4.1
46962,2.8
46963,3.2
46964,3.700448817952718
46965,3.9
46966,4.5
46967,3.6
46968,2.6
46969,3.5
46970,4.4
46971,3.7
46972,3.700448817952718
46973,4.0
46974,3.8
46975,4.3
46976,3.4
46977,3.5
46978,3.700448817952718
46979,3.1
46980,4.0
46981,4.2
46982,3.4
46983,3.9
46984,3.9
46985,3.9
46986,4.3
46987,3.9
46988,3.6
46989,3.8
46990,3.5
46991,3.9
46992,3.1
46993,4.0
46994,3.2
46995,4.2
46996,3.7
46997,3.4
46998,4.2
46999,3.9
47000,4.4
47001,2.6
47002,3.8
47003,4.2
47004,4.3
47005,3.8
47006,4.0
47007,3.9
47008,4.2
47009,2.9
47010,4.3
47011,4.3
47012,4.1
47013,4.0
47014,3.2
47015,3.4
47016,4.2
47017,4.1
47018,3.3
47019,3.8
47020,3.9
47021,3.7
47022,3.700448817952718
47023,4.0
47024,2.9
47025,4.3
47026,3.9
47027,3.3
47028,4.1
47029,3.7
47030,3.9
47031,4.1
47032,3.700448817952718
47033,4.2
47034,3.9
47035,4.2
47036,2.8
47037,3.2
47038,3.1
47039,3.6
47040,3.7
47041,4.2
47042,3.9
47043,3.9
47044,4.2
47045,4.0
47046,4.2
47047,3.8
47048,3.9
47049,4.2
47050,4.4
47051,3.5
47052,3.700448817952718
47053,3.8
47054,4.5
47055,3.7
47056,3.8
47057,3.4
47058,4.0
47059,3.4
47060,3.9
47061,3.700448817952718
47062,3.9
47063,4.3
47064,4.3
47065,3.9
47066,3.0
47067,3.9
47068,3.9
47069,3.2
47070,4.1
47071,3.9
47072,4.1
47073,3.8
47074,3.700448817952718
47075,3.700448817952718
47076,3.3
47077,2.8
47078,3.4
47079,4.0
47080,4.2
47081,3.4
47082,4.0
47083,3.5
47084,3.7
47085,3.7
47086,3.2
47087,3.7
47088,3.9
47089,3.7
47090,3.9
47091,4.0
47092,3.5
47093,3.700448817952718
47094,3.9
47095,3.2
47096,3.5
47097,2.5
47098,4.1
47099,3.9
47100,4.0
47101,4.2
47102,3.5
47103,4.3
47104,3.6
47105,4.1
47106,3.1
47107,4.1
47108,4.1
47109,4.4
47110,4.1
47111,3.700448817952718
47112,4.1
47113,4.1
47114,3.2
47115,3.7
47116,3.6
47117,2.9
47118,3.7
47119,3.4
47120,2.8
47121,4.0
47122,4.2
47123,4.0
47124,3.8
47125,3.700448817952718
47126,3.2
47127,3.8
47128,3.700448817952718
47129,4.0
47130,4.0
47131,4.2
47132,4.4
47133,3.6
47134,3.7
47135,4.0
47136,3.9
47137,3.9
47138,3.5
47139,3.6
47140,3.3
47141,3.9
47142,3.4
47143,4.1
47144,3.1
47145,4.2
47146,4.1
47147,3.3
47148,2.8
47149,4.2
47150,4.1
47151,3.700448817952718
47152,3.700448817952718
47153,3.8
47154,3.700448817952718
47155,3.6
47156,4.1
47157,3.8
47158,3.2
47159,4.1
47160,4.4
47161,3.0
47162,4.2
47163,4.0
47164,4.1
47165,4.3
47166,3.8
47167,3.3
47168,3.6
47169,3.6
47170,3.7
47171,3.1
47172,3.5
47173,4.4
47174,4.5
47175,3.1
47176,4.4
47177,4.3
47178,4.0
47179,3.9
47180,3.7
47181,3.4
47182,3.4
47183,3.4
47184,3.4
47185,3.6
47186,3.5
47187,3.700448817952718
47188,3.1
47189,3.1
47190,3.5
47191,3.6
47192,3.4
47193,4.3
47194,3.700448817952718
47195,3.7
47196,3.700448817952718
47197,3.2
47198,3.8
47199,3.6
47200,3.4
47201,3.8
47202,3.6
47203,4.3
47204,4.0
47205,3.8
47206,3.4
47207,3.700448817952718
47208,3.8
47209,4.0
47210,2.2
47211,3.700448817952718
47212,3.7
47213,3.8
47214,3.8
47215,3.4
47216,2.9
47217,3.700448817952718
47218,3.4
47219,3.5
47220,4.4
47221,3.9
47222,3.3
47223,3.8
47224,3.6
47225,4.1
47226,3.0
47227,3.1
47228,3.0
47229,2.9
47230,3.2
47231,3.700448817952718
47232,4.4
47233,3.700448817952718
47234,3.7
47235,3.700448817952718
47236,2.6
47237,4.0
47238,3.700448817952718
47239,3.700448817952718
47240,4.1
47241,3.7
47242,4.3
47243,3.4
47244,3.3
47245,3.7
47246,3.8
47247,2.5
47248,4.1
47249,3.700448817952718
47250,4.3
47251,3.7
47252,2.8
47253,3.700448817952718
47254,3.6
47255,3.700448817952718
47256,3.700448817952718
47257,3.700448817952718
47258,3.3
47259,3.700448817952718
47260,3.1
47261,3.700448817952718
47262,3.0
47263,3.1
47264,4.3
47265,3.3
47266,3.8
47267,3.1
47268,3.700448817952718
47269,3.700448817952718
47270,4.4
47271,3.6
47272,3.3
47273,3.700448817952718
47274,3.8
47275,4.1
47276,3.9
47277,3.2
47278,2.8
47279,3.9
47280,3.8
47281,4.3
47282,3.2
47283,3.5
47284,4.2
47285,4.1
47286,4.2
47287,4.5
47288,4.4
47289,4.3
47290,4.1
47291,3.700448817952718
47292,4.2
47293,4.3
47294,3.9
47295,4.3
47296,4.0
47297,4.3
47298,4.0
47299,3.5
47300,3.9
47301,3.9
47302,4.2
47303,3.8
47304,2.7
47305,3.1
47306,3.8
47307,3.8
47308,3.700448817952718
47309,3.6
47310,4.0
47311,3.700448817952718
47312,3.8
47313,4.0
47314,3.9
47315,3.700448817952718
47316,3.700448817952718
47317,3.7
47318,3.4
47319,3.7
47320,3.9
47321,3.2
47322,3.6
47323,4.3
47324,3.3
47325,3.700448817952718
47326,3.3
47327,3.7
47328,3.7
47329,3.700448817952718
47330,3.0
47331,3.7
47332,3.0
47333,3.7
47334,3.9
47335,3.9
47336,3.700448817952718
47337,3.3
47338,3.0
47339,2.8
47340,3.9
47341,3.700448817952718
47342,4.2
47343,3.1
47344,3.4
47345,3.8
47346,3.9
47347,3.700448817952718
47348,3.700448817952718
47349,3.700448817952718
47350,3.700448817952718
47351,3.700448817952718
47352,3.700448817952718
47353,3.700448817952718
47354,3.700448817952718
47355,3.700448817952718
47356,3.700448817952718
47357,3.700448817952718
47358,3.6
47359,3.1
47360,3.3
47361,3.9
47362,2.9
47363,3.1
47364,4.1
47365,3.700448817952718
47366,3.700448817952718
47367,3.700448817952718
47368,3.700448817952718
47369,3.700448817952718
47370,3.700448817952718
47371,3.700448817952718
47372,3.700448817952718
47373,3.700448817952718
47374,3.700448817952718
47375,3.700448817952718
47376,3.700448817952718
47377,3.700448817952718
47378,3.700448817952718
47379,3.700448817952718
47380,3.700448817952718
47381,3.2
47382,3.8
47383,3.6
47384,3.700448817952718
47385,3.3
47386,3.1
47387,3.6
47388,3.700448817952718
47389,3.700448817952718
47390,3.4
47391,3.4
47392,3.1
47393,3.700448817952718
47394,3.6
47395,3.700448817952718
47396,3.6
47397,3.700448817952718
47398,3.7
47399,3.8
47400,3.6
47401,3.5
47402,3.700448817952718
47403,3.700448817952718
47404,3.700448817952718
47405,3.4
47406,3.4
47407,3.6
47408,3.700448817952718
47409,3.700448817952718
47410,3.700448817952718
47411,3.700448817952718
47412,3.0
47413,3.700448817952718
47414,3.700448817952718
47415,3.700448817952718
47416,3.700448817952718
47417,3.700448817952718
47418,3.700448817952718
47419,3.700448817952718
47420,3.3
47421,3.1
47422,3.700448817952718
47423,3.0
47424,3.3
47425,3.8
47426,4.1
47427,3.4
47428,3.700448817952718
47429,3.700448817952718
47430,3.700448817952718
47431,3.700448817952718
47432,3.700448817952718
47433,3.700448817952718
47434,3.700448817952718
47435,3.700448817952718
47436,3.4
47437,3.6
47438,3.2
47439,3.5
47440,3.7
47441,3.8
47442,2.9
47443,3.2
47444,3.700448817952718
47445,3.5
47446,3.7
47447,3.5
47448,3.700448817952718
47449,3.1
47450,3.2
47451,3.1
47452,3.2
47453,3.700448817952718
47454,3.6
47455,3.5
47456,3.8
47457,4.0
47458,3.9
47459,4.2
47460,4.3
47461,4.4
47462,3.9
47463,4.0
47464,4.4
47465,3.5
47466,3.5
47467,3.700448817952718
47468,3.700448817952718
47469,3.2
47470,4.0
47471,3.8
47472,3.8
47473,3.9
47474,4.2
47475,4.1
47476,4.4
47477,4.0
47478,4.5
47479,4.9
47480,4.3
47481,3.700448817952718
47482,4.2
47483,4.1
47484,4.1
47485,4.0
47486,4.4
47487,4.3
47488,4.0
47489,4.1
47490,4.2
47491,4.5
47492,3.6
47493,4.2
47494,4.2
47495,4.0
47496,3.6
47497,3.9
47498,3.5
47499,3.9
47500,3.7
47501,3.7
47502,3.9
47503,3.700448817952718
47504,3.4
47505,3.5
47506,3.9
47507,4.1
47508,3.9
47509,3.7
47510,4.0
47511,4.2
47512,3.9
47513,3.3
47514,3.4
47515,4.0
47516,3.5
47517,3.5
47518,4.2
47519,4.0
47520,3.5
47521,3.4
47522,3.8
47523,3.9
47524,3.700448817952718
47525,3.700448817952718
47526,3.7
47527,3.7
47528,3.7
47529,3.3
47530,3.700448817952718
47531,3.3
47532,3.700448817952718
47533,3.700448817952718
47534,3.700448817952718
47535,3.700448817952718
47536,3.700448817952718
47537,3.8
47538,3.700448817952718
47539,3.8
47540,3.700448817952718
47541,3.4
47542,3.2
47543,3.700448817952718
47544,3.3
47545,3.700448817952718
47546,4.0
47547,3.700448817952718
47548,4.6
47549,4.3
47550,4.0
47551,3.4
47552,4.1
47553,4.2
47554,4.1
47555,3.7
47556,3.700448817952718
47557,4.0
47558,3.5
47559,4.1
47560,3.8
47561,3.9
47562,3.8
47563,3.8
47564,3.6
47565,4.1
47566,3.6
47567,2.9
47568,3.700448817952718
47569,3.4
47570,3.700448817952718
47571,3.700448817952718
47572,3.2
47573,3.4
47574,3.700448817952718
47575,3.700448817952718
47576,3.700448817952718
47577,3.700448817952718
47578,3.3
47579,3.5
47580,3.2
47581,3.5
47582,3.2
47583,3.700448817952718
47584,3.700448817952718
47585,3.3
47586,3.700448817952718
47587,3.6
47588,4.3
47589,4.6
47590,4.3
47591,4.5
47592,4.3
47593,4.2
47594,4.3
47595,4.3
47596,4.4
47597,4.1
47598,4.3
47599,4.2
47600,4.1
47601,4.3
47602,4.3
47603,4.1
47604,4.1
47605,4.2
47606,4.0
47607,3.9
47608,4.3
47609,4.0
47610,3.9
47611,4.1
47612,4.0
47613,3.7
47614,4.1
47615,4.0
47616,3.6
47617,3.6
47618,3.9
47619,3.4
47620,4.0
47621,3.5
47622,4.0
47623,3.700448817952718
47624,3.700448817952718
47625,3.7
47626,2.3
47627,3.3
47628,3.7
47629,3.700448817952718
47630,3.0
47631,3.4
47632,2.6
47633,4.0
47634,3.8
47635,3.6
47636,3.6
47637,3.4
47638,2.9
47639,3.9
47640,3.9
47641,3.700448817952718
47642,3.4
47643,3.8
47644,3.6
47645,2.9
47646,3.8
47647,4.4
47648,4.5
47649,4.2
47650,4.3
47651,4.2
47652,4.5
47653,4.4
47654,4.4
47655,4.4
47656,4.6
47657,4.2
47658,4.5
47659,4.6
47660,3.9
47661,4.5
47662,4.4
47663,4.1
47664,4.6
47665,4.5
47666,4.5
47667,4.3
47668,4.4
47669,4.5
47670,4.4
47671,4.6
47672,4.2
47673,4.1
47674,4.2
47675,4.1
47676,4.2
47677,4.3
47678,4.6
47679,4.1
47680,4.3
47681,4.2
47682,4.3
47683,3.8
47684,4.3
47685,4.3
47686,4.2
47687,3.9
47688,4.4
47689,4.4
47690,4.3
47691,4.5
47692,4.6
47693,4.3
47694,4.4
47695,3.700448817952718
47696,4.5
47697,4.4
47698,4.3
47699,4.1
47700,4.4
47701,4.4
47702,4.3
47703,4.3
47704,3.9
47705,4.4
47706,4.4
47707,4.4
47708,4.2
47709,4.3
47710,3.9
47711,4.2
47712,4.3
47713,4.0
47714,4.3
47715,4.1
47716,4.3
47717,4.2
47718,4.4
47719,4.2
47720,4.2
47721,4.3
47722,4.2
47723,4.3
47724,4.2
47725,4.3
47726,4.4
47727,4.5
47728,4.0
47729,4.0
47730,4.4
47731,4.4
47732,4.0
47733,4.2
47734,4.3
47735,4.2
47736,4.2
47737,4.1
47738,3.9
47739,4.1
47740,4.2
47741,4.3
47742,4.3
47743,4.1
47744,4.0
47745,4.2
47746,4.0
47747,4.1
47748,4.1
47749,3.9
47750,3.9
47751,4.3
47752,4.1
47753,4.2
47754,4.0
47755,4.3
47756,4.3
47757,4.4
47758,4.3
47759,4.2
47760,4.1
47761,4.0
47762,4.1
47763,4.3
47764,2.9
47765,4.1
47766,4.4
47767,3.9
47768,4.0
47769,3.8
47770,3.9
47771,3.7
47772,3.6
47773,4.1
47774,3.9
47775,4.2
47776,4.2
47777,4.2
47778,3.8
47779,2.0
47780,4.1
47781,4.0
47782,4.2
47783,3.9
47784,3.7
47785,3.8
47786,3.5
47787,3.8
47788,2.6
47789,4.0
47790,4.3
47791,3.5
47792,4.2
47793,3.8
47794,3.1
47795,3.9
47796,3.7
47797,3.8
47798,2.9
47799,4.1
47800,3.8
47801,4.1
47802,3.3
47803,4.0
47804,4.0
47805,3.8
47806,3.1
47807,2.8
47808,4.0
47809,3.2
47810,2.9
47811,3.9
47812,4.0
47813,3.8
47814,4.1
47815,4.0
47816,3.6
47817,3.7
47818,3.5
47819,3.9
47820,2.8
47821,3.9
47822,4.1
47823,3.6
47824,3.8
47825,2.6
47826,3.9
47827,4.3
47828,3.3
47829,3.6
47830,3.9
47831,3.7
47832,3.7
47833,3.8
47834,3.4
47835,4.0
47836,3.3
47837,3.0
47838,3.7
47839,2.9
47840,3.7
47841,3.9
47842,3.9
47843,3.3
47844,4.2
47845,3.5
47846,3.5
47847,3.9
47848,2.7
47849,2.9
47850,3.9
47851,3.0
47852,3.8
47853,2.9
47854,3.7
47855,2.8
47856,3.8
47857,3.0
47858,4.3
47859,3.8
47860,3.7
47861,3.700448817952718
47862,3.4
47863,3.0
47864,2.8
47865,3.8
47866,3.7
47867,3.5
47868,3.700448817952718
47869,3.700448817952718
47870,3.700448817952718
47871,3.7
47872,3.2
47873,3.6
47874,3.1
47875,3.3
47876,1.8
47877,3.5
47878,3.9
47879,2.9
47880,3.8
47881,3.9
47882,3.7
47883,3.8
47884,3.4
47885,3.5
47886,3.4
47887,3.700448817952718
47888,3.4
47889,3.2
47890,3.3
47891,3.3
47892,3.4
47893,2.3
47894,3.3
47895,3.700448817952718
47896,3.700448817952718
47897,3.700448817952718
47898,3.700448817952718
47899,3.9
47900,3.8
47901,3.8
47902,3.6
47903,3.3
47904,3.7
47905,3.6
47906,3.8
47907,3.1
47908,4.1
47909,2.2
47910,3.700448817952718
47911,3.700448817952718
47912,4.4
47913,4.0
47914,4.0
47915,4.4
47916,4.4
47917,4.2
47918,3.9
47919,4.0
47920,4.1
47921,4.1
47922,4.0
47923,3.9
47924,4.1
47925,4.2
47926,4.0
47927,4.1
47928,4.0
47929,4.0
47930,3.6
47931,4.0
47932,3.8
47933,3.3
47934,2.7
47935,3.6
47936,4.0
47937,3.9
47938,3.8
47939,3.9
47940,3.6
47941,3.2
47942,3.9
47943,3.2
47944,4.1
47945,3.9
47946,3.9
47947,3.7
47948,3.7
47949,3.6
47950,3.9
47951,3.7
47952,3.6
47953,3.5
47954,3.9
47955,3.3
47956,3.5
47957,3.0
47958,2.8
47959,3.6
47960,3.1
47961,3.4
47962,3.5
47963,3.700448817952718
47964,3.0
47965,3.8
47966,3.3
47967,3.3
47968,3.4
47969,3.3
47970,3.4
47971,3.700448817952718
47972,4.2
47973,3.5
47974,3.7
47975,3.4
47976,3.0
47977,3.3
47978,3.7
47979,3.1
47980,3.3
47981,3.700448817952718
47982,3.700448817952718
47983,3.700448817952718
47984,3.700448817952718
47985,3.700448817952718
47986,3.700448817952718
47987,3.700448817952718
47988,3.700448817952718
47989,3.700448817952718
47990,3.700448817952718
47991,3.1
47992,3.700448817952718
47993,3.3
47994,3.700448817952718
47995,3.700448817952718
47996,3.700448817952718
47997,3.700448817952718
47998,3.700448817952718
47999,3.700448817952718
48000,3.700448817952718
48001,3.700448817952718
48002,3.700448817952718
48003,3.700448817952718
48004,3.700448817952718
48005,3.5
48006,3.6
48007,2.9
48008,3.2
48009,3.4
48010,3.2
48011,3.4
48012,3.700448817952718
48013,3.2
48014,3.700448817952718
48015,3.1
48016,3.700448817952718
48017,3.700448817952718
48018,3.4
48019,3.6
48020,3.7
48021,3.700448817952718
48022,3.5
48023,3.4
48024,3.0
48025,3.6
48026,3.5
48027,3.700448817952718
48028,3.700448817952718
48029,3.0
48030,3.700448817952718
48031,3.700448817952718
48032,3.700448817952718
48033,3.700448817952718
48034,3.700448817952718
48035,3.700448817952718
48036,3.700448817952718
48037,3.700448817952718
48038,3.700448817952718
48039,3.700448817952718
48040,3.1
48041,3.700448817952718
48042,3.6
48043,3.1
48044,3.700448817952718
48045,3.700448817952718
48046,4.6
48047,4.3
48048,4.2
48049,4.4
48050,4.1
48051,4.5
48052,4.1
48053,3.9
48054,4.0
48055,4.2
48056,4.3
48057,4.0
48058,4.3
48059,4.2
48060,4.3
48061,4.1
48062,4.2
48063,3.9
48064,3.9
48065,4.2
48066,4.1
48067,4.2
48068,4.3
48069,4.2
48070,3.7
48071,4.0
48072,4.0
48073,4.2
48074,4.1
48075,4.0
48076,3.7
48077,4.0
48078,3.4
48079,4.1
48080,3.7
48081,3.8
48082,3.8
48083,3.4
48084,3.8
48085,3.8
48086,3.9
48087,3.7
48088,3.7
48089,3.6
48090,3.6
48091,4.1
48092,4.0
48093,3.7
48094,3.7
48095,3.8
48096,4.0
48097,3.9
48098,3.8
48099,4.3
48100,3.7
48101,3.8
48102,4.5
48103,2.8
48104,3.8
48105,3.9
48106,3.4
48107,4.1
48108,3.8
48109,3.9
48110,3.8
48111,4.1
48112,3.7
48113,3.8
48114,3.9
48115,3.3
48116,3.700448817952718
48117,3.5
48118,3.7
48119,3.5
48120,3.0
48121,3.9
48122,3.700448817952718
48123,3.5
48124,3.5
48125,3.3
48126,4.0
48127,3.700448817952718
48128,3.700448817952718
48129,3.1
48130,3.4
48131,4.2
48132,3.6
48133,3.8
48134,3.9
48135,3.700448817952718
48136,3.9
48137,3.6
48138,3.5
48139,3.5
48140,3.4
48141,3.700448817952718
48142,3.6
48143,3.6
48144,3.700448817952718
48145,2.9
48146,3.700448817952718
48147,3.3
48148,3.1
48149,3.3
48150,3.4
48151,3.2
48152,3.3
48153,3.7
48154,2.9
48155,3.7
48156,3.4
48157,3.7
48158,3.6
48159,3.1
48160,3.2
48161,3.3
48162,3.700448817952718
48163,3.2
48164,3.5
48165,3.2
48166,3.700448817952718
48167,3.700448817952718
48168,3.700448817952718
48169,3.700448817952718
48170,3.700448817952718
48171,3.700448817952718
48172,3.700448817952718
48173,3.700448817952718
48174,3.700448817952718
48175,3.700448817952718
48176,3.2
48177,3.700448817952718
48178,3.8
48179,3.4
48180,4.1
48181,3.700448817952718
48182,3.700448817952718
48183,3.700448817952718
48184,3.1
48185,3.1
48186,3.700448817952718
48187,3.700448817952718
48188,3.700448817952718
48189,3.700448817952718
48190,3.700448817952718
48191,3.700448817952718
48192,3.2
48193,3.700448817952718
48194,3.700448817952718
48195,3.700448817952718
48196,3.700448817952718
48197,3.700448817952718
48198,3.700448817952718
48199,3.700448817952718
48200,3.700448817952718
48201,3.700448817952718
48202,3.700448817952718
48203,3.700448817952718
48204,3.5
48205,3.6
48206,3.5
48207,3.5
48208,3.6
48209,3.3
48210,3.1
48211,3.3
48212,3.1
48213,3.2
48214,3.700448817952718
48215,3.6
48216,3.7
48217,3.8
48218,3.700448817952718
48219,3.1
48220,3.2
48221,3.2
48222,3.700448817952718
48223,3.3
48224,3.700448817952718
48225,3.700448817952718
48226,3.2
48227,3.700448817952718
48228,3.5
48229,3.700448817952718
48230,3.3
48231,3.3
48232,3.9
48233,3.700448817952718
48234,3.6
48235,3.700448817952718
48236,2.5
48237,3.4
48238,3.3
48239,3.2
48240,3.2
48241,3.1
48242,3.6
48243,4.3
48244,4.4
48245,4.4
48246,4.6
48247,4.3
48248,4.4
48249,4.2
48250,4.1
48251,4.0
48252,3.7
48253,4.0
48254,3.6
48255,3.6
48256,3.3
48257,4.2
48258,4.4
48259,4.4
48260,4.5
48261,4.4
